"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","Siderastrea_Mexico_Barshis-Radice_Host_contig09761",231.911080704466,-4.9217863074717,0.876580186882367,-5.6147587877573,1.96836634032694e-08,0.000108555403669031
"2","Siderastrea_Mexico_Barshis-Radice_Host_contig17010",48.3791146590866,-3.26509620920861,0.608749104086012,-5.3636156296458,8.15723915215614e-08,0.000224935869620706
"3","Siderastrea_Mexico_Barshis-Radice_Host_contig01006",5.29934763613092,3.68678376509045,0.709692572019985,5.19490256830056,2.04827084835925e-07,0.000362688917382666
"4","Siderastrea_Mexico_Barshis-Radice_Host_contig11527",13.9595604622773,-3.59476905773962,0.701249385234588,-5.12623487938897,2.95593805976619e-07,0.000362688917382666
"5","Siderastrea_Mexico_Barshis-Radice_Host_contig17012",55.2162030028164,-4.73962632830301,0.928222484282935,-5.10613178258059,3.28820414671501e-07,0.000362688917382666
"6","Siderastrea_Mexico_Barshis-Radice_Host_contig04876",143.870662066839,1.93007180700714,0.391647780751371,4.92808054038841,8.30413872722383e-07,0.00076328875134399
"7","Siderastrea_Mexico_Barshis-Radice_Host_contig08057",13.1402869432195,4.97489017577482,1.0183947762364,4.88503112138901,1.03412518313646e-06,0.000814742912142507
"8","Siderastrea_Mexico_Barshis-Radice_Host_contig03604",183.516565017132,-1.81142867240343,0.376998277903554,-4.80487253808316,1.54850122269889e-06,0.00085399842431844
"9","Siderastrea_Mexico_Barshis-Radice_Host_contig17806",10.840552344254,3.28450759373145,0.682450208819623,4.81281645354375,1.48817957903617e-06,0.00085399842431844
"10","Siderastrea_Mexico_Barshis-Radice_Host_contig18861",160.049405425911,-1.33998335528436,0.277267501734815,-4.83281793538844,1.34613886495808e-06,0.00085399842431844
"11","Siderastrea_Mexico_Barshis-Radice_Host_contig03208",10.0846594024149,3.10407448452166,0.652842144573182,4.75470909824772,1.98732362007512e-06,0.000913340813726191
"12","Siderastrea_Mexico_Barshis-Radice_Host_contig13006",89.5834996540425,-1.65546567288417,0.347582797138553,-4.76279518581659,1.90929605196748e-06,0.000913340813726191
"13","Siderastrea_Mexico_Barshis-Radice_Host_contig03845",25.3678437759558,2.00203163115679,0.434229132906155,4.61054194535,4.0162059210359e-06,0.00158209826103664
"14","Siderastrea_Mexico_Barshis-Radice_Host_contig12777",15.4910666542667,2.08399508090713,0.450916303905077,4.62168935312181,3.80627689669079e-06,0.00158209826103664
"15","Siderastrea_Mexico_Barshis-Radice_Host_contig03590",7.37709596425879,-4.58541617687421,1.0018246294083,-4.57706472996423,4.71545585676567e-06,0.00173371593667085
